venta_id,timestamp,producto,categoria,precio_unit,cantidad,total,proveedor_id,fecha,hora,dia_sem,mes,semana
3172,2024-04-10 21:51:00,Fideos Lavaggi 500g,Abarrotes,2.49,1,2.49,4,2024-04-10,21,Wednesday,4,15
3173,2024-02-02 08:18:00,Fideos Lavaggi 500g,Abarrotes,2.43,3,7.29,4,2024-02-02,8,Friday,2,5
3174,2024-05-26 21:32:00,Inca Kola 500ml,Bebidas,2.55,1,2.55,1,2024-05-26,21,Sunday,5,21
3175,2024-07-13 20:20:00,Aceite Primor 500ml,Abarrotes,5.22,3,15.66,4,2024-07-13,20,Saturday,7,28
3176,2024-03-18 11:07:00,Papel Higiénico Elite x4,Higiene,8.64,1,8.64,6,2024-03-18,11,Monday,3,12
3177,2024-02-04 09:37:00,Fideos Lavaggi 500g,Abarrotes,2.46,1,2.46,4,2024-02-04,9,Sunday,2,5
3178,2024-02-01 15:03:00,Lejía Clorox 900ml,Limpieza,4.62,3,13.86,6,2024-02-01,15,Thursday,2,5
3179,2024-05-29 07:26:00,Chancay 60g,Panadería,0.49,1,0.49,8,2024-05-29,7,Wednesday,5,22
3180,2024-08-14 20:28:00,Sardina Florida 425g,Conservas,4.18,3,12.54,4,2024-08-14,20,Wednesday,8,33
3181,2024-02-27 09:57:00,Pasta Dental Colgate,Higiene,5.34,1,5.34,6,2024-02-27,9,Tuesday,2,9
3182,2024-05-06 17:58:00,Leche Gloria Light 1L,Lácteos,4.79,1,4.79,3,2024-05-06,17,Monday,5,19
3183,2024-01-21 21:05:00,Leche Gloria Light 1L,Lácteos,4.84,3,14.52,3,2024-01-21,21,Sunday,1,3
3184,2024-02-23 21:47:00,Aceite Primor 1L,Abarrotes,8.86,2,17.72,4,2024-02-23,21,Friday,2,8
3185,2024-07-23 21:54:00,Chifles La Doña 80g,Snacks,2.02,3,6.06,7,2024-07-23,21,Tuesday,7,30
3186,2024-01-13 07:41:00,Galletas Soda Field,Snacks,2.86,1,2.86,7,2024-01-13,7,Saturday,1,2
3187,2024-06-26 21:56:00,Inca Kola 1.5L,Bebidas,5.41,2,10.82,1,2024-06-26,21,Wednesday,6,26
3188,2024-04-28 21:25:00,Shampoo Head&Shoulders,Higiene,18.3,3,54.9,6,2024-04-28,21,Sunday,4,17
3189,2024-02-19 20:17:00,Arroz Costeño 1kg,Abarrotes,3.83,1,3.83,4,2024-02-19,20,Monday,2,8
3190,2024-08-24 17:52:00,Coca-Cola 500ml,Bebidas,2.55,2,5.1,2,2024-08-24,17,Saturday,8,34
3191,2024-01-17 08:20:00,Chancay 60g,Panadería,0.5,3,1.5,8,2024-01-17,8,Wednesday,1,3
3192,2024-01-10 07:30:00,Coca-Cola 500ml,Bebidas,2.53,2,5.06,2,2024-01-10,7,Wednesday,1,2
3193,2024-03-20 08:42:00,Agua San Luis 500ml,Bebidas,1.17,2,2.34,1,2024-03-20,8,Wednesday,3,12
3194,2024-06-03 20:49:00,Inca Kola 1.5L,Bebidas,5.59,2,11.18,1,2024-06-03,20,Monday,6,23
3195,2024-07-25 08:31:00,Sublime 36g,Snacks,1.54,1,1.54,7,2024-07-25,8,Thursday,7,30
3196,2024-02-01 09:22:00,Arroz Costeño 1kg,Abarrotes,3.85,3,11.55,4,2024-02-01,9,Thursday,2,5
3197,2024-07-17 20:38:00,Sublime 36g,Snacks,1.47,3,4.41,7,2024-07-17,20,Wednesday,7,29
3198,2024-07-19 07:46:00,Galletas Soda Field,Snacks,2.88,2,5.76,7,2024-07-19,7,Friday,7,29
3199,2024-07-30 12:58:00,Detergente Ariel 850g,Limpieza,12.24,1,12.24,6,2024-07-30,12,Tuesday,7,31
3200,2024-06-12 20:14:00,Yogurt Gloria Fresa 1kg,Lácteos,6.55,3,19.65,3,2024-06-12,20,Wednesday,6,24
3201,2024-06-03 06:18:00,Sublime 36g,Snacks,1.53,2,3.06,7,2024-06-03,6,Monday,6,23
3202,2024-07-19 20:14:00,Azúcar Cartavio 1kg,Abarrotes,3.48,4,13.92,5,2024-07-19,20,Friday,7,29
3203,2024-03-30 21:25:00,Chifles La Doña 80g,Snacks,2.05,1,2.05,7,2024-03-30,21,Saturday,3,13
3204,2024-04-27 07:24:00,Pan de Molde Bimbo 500g,Panadería,6.5,3,19.5,8,2024-04-27,7,Saturday,4,17
3205,2024-07-14 20:53:00,Leche Gloria Light 1L,Lácteos,4.87,1,4.87,3,2024-07-14,20,Sunday,7,28
3206,2024-01-04 20:25:00,Leche Gloria Entera 1L,Lácteos,4.76,1,4.76,3,2024-01-04,20,Thursday,1,1
3207,2024-02-26 11:45:00,Pan de Molde Bimbo 500g,Panadería,6.68,1,6.68,8,2024-02-26,11,Monday,2,9
3208,2024-06-19 19:59:00,Galletas Soda Field,Snacks,2.84,3,8.52,7,2024-06-19,19,Wednesday,6,25
3209,2024-08-08 08:30:00,Chancay 60g,Panadería,0.49,1,0.49,8,2024-08-08,8,Thursday,8,32
3210,2024-02-03 07:44:00,Fideos Don Vittorio 500g,Abarrotes,2.74,2,5.48,4,2024-02-03,7,Saturday,2,5
3211,2024-08-23 06:40:00,Aceite Primor 1L,Abarrotes,9.04,1,9.04,4,2024-08-23,6,Friday,8,34
3212,2024-03-05 17:35:00,Harina Blanca Flor 1kg,Abarrotes,3.13,5,15.65,4,2024-03-05,17,Tuesday,3,10
3213,2024-02-15 17:25:00,Aceite Primor 500ml,Abarrotes,5.16,1,5.16,4,2024-02-15,17,Thursday,2,7
3214,2024-02-24 20:57:00,Jabón Bolivar 230g,Limpieza,2.76,2,5.52,6,2024-02-24,20,Saturday,2,8
3215,2024-08-09 08:54:00,Galletas Oreo 36g,Snacks,1.47,3,4.41,7,2024-08-09,8,Friday,8,32
3216,2024-03-10 21:17:00,Pepsi 500ml,Bebidas,2.35,1,2.35,2,2024-03-10,21,Sunday,3,10
3217,2024-05-04 13:54:00,Inca Kola 500ml,Bebidas,2.57,5,12.85,1,2024-05-04,13,Saturday,5,18
3218,2024-06-16 10:00:00,Leche Gloria Light 1L,Lácteos,4.77,3,14.31,3,2024-06-16,10,Sunday,6,24
3219,2024-02-14 20:32:00,Lejía Clorox 900ml,Limpieza,4.54,2,9.08,6,2024-02-14,20,Wednesday,2,7
3220,2024-05-26 21:42:00,Azúcar Cartavio 1kg,Abarrotes,3.48,3,10.44,5,2024-05-26,21,Sunday,5,21
3221,2024-07-06 08:02:00,Sardina Florida 425g,Conservas,4.15,2,8.3,4,2024-07-06,8,Saturday,7,27
3222,2024-01-19 08:23:00,Mantequilla Gloria 100g,Lácteos,4.18,1,4.18,3,2024-01-19,8,Friday,1,3
3223,2024-01-19 09:21:00,Fideos Lavaggi 500g,Abarrotes,2.49,3,7.47,4,2024-01-19,9,Friday,1,3
3224,2024-05-25 08:36:00,Inca Kola 1.5L,Bebidas,5.53,4,22.12,1,2024-05-25,8,Saturday,5,21
3225,2024-05-31 21:22:00,Arroz Costeño 5kg,Abarrotes,17.04,2,34.08,4,2024-05-31,21,Friday,5,22
3226,2024-07-26 08:10:00,Inca Kola 500ml,Bebidas,2.57,4,10.28,1,2024-07-26,8,Friday,7,30
3227,2024-01-19 21:06:00,Inca Kola 500ml,Bebidas,2.53,2,5.06,1,2024-01-19,21,Friday,1,3
3228,2024-02-08 20:36:00,Agua San Luis 2.5L,Bebidas,3.55,2,7.1,1,2024-02-08,20,Thursday,2,6
3229,2024-08-19 18:29:00,Pañales Huggies T4 x28,Higiene,34.14,3,102.42,6,2024-08-19,18,Monday,8,34
3230,2024-04-13 09:30:00,Pasta Dental Colgate,Higiene,5.36,1,5.36,6,2024-04-13,9,Saturday,4,15
3231,2024-05-05 13:05:00,Pañales Huggies T4 x28,Higiene,34.99,3,104.97,6,2024-05-05,13,Sunday,5,18
3232,2024-02-03 21:43:00,Aceite Primor 500ml,Abarrotes,5.19,1,5.19,4,2024-02-03,21,Saturday,2,5
3233,2024-06-27 21:41:00,Jabón Bolivar 230g,Limpieza,2.79,3,8.37,6,2024-06-27,21,Thursday,6,26
3234,2024-08-03 12:40:00,Sal Marina 1kg,Abarrotes,1.54,5,7.7,5,2024-08-03,12,Saturday,8,31
3235,2024-02-21 07:40:00,Atún Florida 170g,Conservas,3.86,2,7.72,4,2024-02-21,7,Wednesday,2,8
3236,2024-01-08 16:11:00,Arroz Costeño 1kg,Abarrotes,3.71,2,7.42,4,2024-01-08,16,Monday,1,2
3237,2024-02-10 07:22:00,Coca-Cola 500ml,Bebidas,2.54,1,2.54,2,2024-02-10,7,Saturday,2,6
3238,2024-07-25 21:36:00,Galletas Soda Field,Snacks,2.79,3,8.37,7,2024-07-25,21,Thursday,7,30
3239,2024-05-02 07:00:00,Harina Blanca Flor 1kg,Abarrotes,3.18,2,6.36,4,2024-05-02,7,Thursday,5,18
3240,2024-04-28 21:34:00,Pan de Molde Bimbo 500g,Panadería,6.6,3,19.8,8,2024-04-28,21,Sunday,4,17
3241,2024-04-12 08:37:00,Galletas Soda Field,Snacks,2.87,2,5.74,7,2024-04-12,8,Friday,4,15
3242,2024-04-17 18:56:00,Agua San Luis 2.5L,Bebidas,3.48,3,10.44,1,2024-04-17,18,Wednesday,4,16
3243,2024-03-06 07:01:00,Coca-Cola 500ml,Bebidas,2.46,4,9.84,2,2024-03-06,7,Wednesday,3,10
3244,2024-06-27 07:02:00,Sardina Florida 425g,Conservas,4.26,3,12.78,4,2024-06-27,7,Thursday,6,26
3245,2024-05-24 20:29:00,Fideos Lavaggi 500g,Abarrotes,2.44,4,9.76,4,2024-05-24,20,Friday,5,21
3246,2024-06-15 21:14:00,Mantequilla Gloria 100g,Lácteos,4.13,2,8.26,3,2024-06-15,21,Saturday,6,24
3247,2024-05-31 20:11:00,Detergente Ace 850g,Limpieza,11.79,2,23.58,6,2024-05-31,20,Friday,5,22
3248,2024-05-15 08:43:00,Aceite Primor 1L,Abarrotes,8.86,2,17.72,4,2024-05-15,8,Wednesday,5,20
3249,2024-01-21 15:58:00,Sal Marina 1kg,Abarrotes,1.51,5,7.55,5,2024-01-21,15,Sunday,1,3
3250,2024-08-03 16:39:00,Pan de Molde Bimbo 500g,Panadería,6.44,2,12.88,8,2024-08-03,16,Saturday,8,31
3251,2024-04-15 13:19:00,Harina Blanca Flor 1kg,Abarrotes,3.25,3,9.75,4,2024-04-15,13,Monday,4,16
3252,2024-07-09 09:16:00,Harina Blanca Flor 1kg,Abarrotes,3.26,1,3.26,4,2024-07-09,9,Tuesday,7,28
3253,2024-06-05 09:59:00,Atún Florida 170g,Conservas,3.92,3,11.76,4,2024-06-05,9,Wednesday,6,23
3254,2024-08-01 14:17:00,Sal Marina 1kg,Abarrotes,1.5,5,7.5,5,2024-08-01,14,Thursday,8,31
3255,2024-05-27 19:16:00,Azúcar Cartavio 1kg,Abarrotes,3.51,1,3.51,5,2024-05-27,19,Monday,5,22
3256,2024-02-13 07:37:00,Pan de Molde Bimbo 500g,Panadería,6.5,2,13.0,8,2024-02-13,7,Tuesday,2,7
3257,2024-06-03 12:36:00,Leche Evaporada Gloria,Lácteos,3.26,3,9.78,3,2024-06-03,12,Monday,6,23
3258,2024-05-29 14:06:00,Sublime 36g,Snacks,1.47,1,1.47,7,2024-05-29,14,Wednesday,5,22
3259,2024-08-16 20:08:00,Inca Kola 500ml,Bebidas,2.53,1,2.53,1,2024-08-16,20,Friday,8,33
3260,2024-08-08 20:30:00,Leche Gloria Light 1L,Lácteos,4.84,2,9.68,3,2024-08-08,20,Thursday,8,32
3261,2024-03-30 09:45:00,Sublime 36g,Snacks,1.49,2,2.98,7,2024-03-30,9,Saturday,3,13
3262,2024-07-23 10:02:00,Galletas Oreo 36g,Snacks,1.46,1,1.46,7,2024-07-23,10,Tuesday,7,30
3263,2024-03-12 15:24:00,Atún Florida 170g,Conservas,3.82,1,3.82,4,2024-03-12,15,Tuesday,3,11
3264,2024-05-25 07:09:00,Azúcar Cartavio 1kg,Abarrotes,3.42,3,10.26,5,2024-05-25,7,Saturday,5,21
3265,2024-02-22 20:21:00,Leche Gloria Light 1L,Lácteos,5.01,2,10.02,3,2024-02-22,20,Thursday,2,8
3266,2024-06-29 12:21:00,Sublime 36g,Snacks,1.49,3,4.47,7,2024-06-29,12,Saturday,6,26
3267,2024-01-01 19:51:00,Galletas Oreo 36g,Snacks,1.54,1,1.54,7,2024-01-01,19,Monday,1,1
3268,2024-08-29 09:23:00,Arroz Costeño 5kg,Abarrotes,17.29,5,86.45,4,2024-08-29,9,Thursday,8,35
3269,2024-06-27 21:14:00,Fideos Don Vittorio 500g,Abarrotes,2.73,1,2.73,4,2024-06-27,21,Thursday,6,26
3270,2024-05-20 20:18:00,Chancay 60g,Panadería,0.49,1,0.49,8,2024-05-20,20,Monday,5,21
3271,2024-02-10 10:02:00,Pañales Huggies T3 x30,Higiene,31.91,1,31.91,6,2024-02-10,10,Saturday,2,6
3272,2024-03-15 08:13:00,Pasta Dental Colgate,Higiene,5.37,3,16.11,6,2024-03-15,8,Friday,3,11
3273,2024-02-29 19:32:00,Atún Florida 170g,Conservas,3.95,3,11.85,4,2024-02-29,19,Thursday,2,9
3274,2024-07-19 06:02:00,Papel Higiénico Elite x4,Higiene,9.06,3,27.18,6,2024-07-19,6,Friday,7,29
3275,2024-06-30 10:36:00,Sardina Florida 425g,Conservas,4.17,2,8.34,4,2024-06-30,10,Sunday,6,26
3276,2024-01-13 09:05:00,Queso Edam Gloria 250g,Lácteos,12.62,3,37.86,3,2024-01-13,9,Saturday,1,2
3277,2024-04-22 08:29:00,Galletas Soda Field,Snacks,2.75,2,5.5,7,2024-04-22,8,Monday,4,17
3278,2024-03-18 08:03:00,Coca-Cola 500ml,Bebidas,2.46,2,4.92,2,2024-03-18,8,Monday,3,12
3279,2024-08-30 07:52:00,Detergente Ace 850g,Limpieza,11.98,3,35.94,6,2024-08-30,7,Friday,8,35
3280,2024-04-18 20:28:00,Fideos Lavaggi 500g,Abarrotes,2.53,3,7.59,4,2024-04-18,20,Thursday,4,16
3281,2024-02-20 09:09:00,Aceite Primor 1L,Abarrotes,9.06,5,45.3,4,2024-02-20,9,Tuesday,2,8
3282,2024-02-04 08:25:00,Inca Kola 500ml,Bebidas,2.57,5,12.85,1,2024-02-04,8,Sunday,2,5
3283,2024-02-22 13:01:00,Arroz Costeño 5kg,Abarrotes,17.18,2,34.36,4,2024-02-22,13,Thursday,2,8
3284,2024-04-29 20:42:00,Pañales Huggies T3 x30,Higiene,33.05,2,66.1,6,2024-04-29,20,Monday,4,18
3285,2024-08-26 20:54:00,Detergente Ace 850g,Limpieza,11.64,2,23.28,6,2024-08-26,20,Monday,8,35
3286,2024-06-05 16:15:00,Galletas Oreo 36g,Snacks,1.46,3,4.38,7,2024-06-05,16,Wednesday,6,23
3287,2024-06-13 20:05:00,Fideos Lavaggi 500g,Abarrotes,2.56,2,5.12,4,2024-06-13,20,Thursday,6,24
3288,2024-05-22 21:10:00,Queso Edam Gloria 250g,Lácteos,12.15,1,12.15,3,2024-05-22,21,Wednesday,5,21
3289,2024-07-02 10:02:00,Fideos Lavaggi 500g,Abarrotes,2.51,2,5.02,4,2024-07-02,10,Tuesday,7,27
3290,2024-01-18 06:05:00,Pasta Dental Colgate,Higiene,5.57,2,11.14,6,2024-01-18,6,Thursday,1,3
3291,2024-06-18 15:03:00,Aceite Primor 1L,Abarrotes,8.66,3,25.98,4,2024-06-18,15,Tuesday,6,25
3292,2024-08-22 20:46:00,Pañales Huggies T3 x30,Higiene,33.15,1,33.15,6,2024-08-22,20,Thursday,8,34
3293,2024-06-13 21:20:00,Galletas Oreo 36g,Snacks,1.49,2,2.98,7,2024-06-13,21,Thursday,6,24
3294,2024-08-24 08:23:00,Aceite Primor 500ml,Abarrotes,5.11,5,25.55,4,2024-08-24,8,Saturday,8,34
3295,2024-02-09 21:40:00,Shampoo Head&Shoulders,Higiene,18.32,1,18.32,6,2024-02-09,21,Friday,2,6
3296,2024-02-16 09:02:00,Agua San Luis 500ml,Bebidas,1.22,5,6.1,1,2024-02-16,9,Friday,2,7
3297,2024-04-08 21:45:00,Jabón Bolivar 230g,Limpieza,2.87,2,5.74,6,2024-04-08,21,Monday,4,15
3298,2024-08-30 07:40:00,Yogurt Gloria Fresa 1kg,Lácteos,6.48,1,6.48,3,2024-08-30,7,Friday,8,35
3299,2024-07-22 07:05:00,Agua San Luis 500ml,Bebidas,1.23,1,1.23,1,2024-07-22,7,Monday,7,30
3300,2024-05-15 20:15:00,Leche Gloria Light 1L,Lácteos,4.85,3,14.55,3,2024-05-15,20,Wednesday,5,20
3301,2024-04-16 07:42:00,Pan de Molde Bimbo 500g,Panadería,6.48,1,6.48,8,2024-04-16,7,Tuesday,4,16
3302,2024-08-08 15:44:00,Pepsi 500ml,Bebidas,2.34,1,2.34,2,2024-08-08,15,Thursday,8,32
3303,2024-06-02 07:37:00,Azúcar Cartavio 1kg,Abarrotes,3.52,5,17.6,5,2024-06-02,7,Sunday,6,22
3304,2024-02-15 09:31:00,Detergente Ariel 850g,Limpieza,12.25,1,12.25,6,2024-02-15,9,Thursday,2,7
3305,2024-08-19 21:47:00,Yogurt Gloria Fresa 1kg,Lácteos,6.4,2,12.8,3,2024-08-19,21,Monday,8,34
3306,2024-04-26 07:23:00,Pan de Molde Bimbo 500g,Panadería,6.36,2,12.72,8,2024-04-26,7,Friday,4,17
3307,2024-04-06 09:20:00,Leche Gloria Light 1L,Lácteos,4.99,3,14.97,3,2024-04-06,9,Saturday,4,14
3308,2024-08-13 12:58:00,Queso Edam Gloria 250g,Lácteos,12.68,1,12.68,3,2024-08-13,12,Tuesday,8,33
3309,2024-06-26 20:12:00,Inca Kola 500ml,Bebidas,2.47,3,7.41,1,2024-06-26,20,Wednesday,6,26
3310,2024-08-12 06:19:00,Shampoo Head&Shoulders,Higiene,18.88,3,56.64,6,2024-08-12,6,Monday,8,33
3311,2024-05-10 16:00:00,Galletas Soda Field,Snacks,2.79,2,5.58,7,2024-05-10,16,Friday,5,19
3312,2024-01-03 18:49:00,Aceite Primor 1L,Abarrotes,9.0,5,45.0,4,2024-01-03,18,Wednesday,1,1
3313,2024-06-05 16:12:00,Agua San Luis 500ml,Bebidas,1.2,4,4.8,1,2024-06-05,16,Wednesday,6,23
3314,2024-04-11 20:10:00,Aceite Primor 500ml,Abarrotes,5.28,5,26.4,4,2024-04-11,20,Thursday,4,15
3315,2024-02-29 08:58:00,Pañales Huggies T3 x30,Higiene,32.45,2,64.9,6,2024-02-29,8,Thursday,2,9
3316,2024-02-10 10:01:00,Aceite Primor 1L,Abarrotes,8.68,4,34.72,4,2024-02-10,10,Saturday,2,6
3317,2024-03-30 20:51:00,Papel Higiénico Elite x4,Higiene,8.7,3,26.1,6,2024-03-30,20,Saturday,3,13
3318,2024-05-26 11:09:00,Detergente Ace 850g,Limpieza,11.75,3,35.25,6,2024-05-26,11,Sunday,5,21
3319,2024-03-23 19:13:00,Agua San Luis 500ml,Bebidas,1.17,1,1.17,1,2024-03-23,19,Saturday,3,12
3320,2024-03-21 18:14:00,Sardina Florida 425g,Conservas,4.14,2,8.28,4,2024-03-21,18,Thursday,3,12
3321,2024-06-14 21:42:00,Yogurt Gloria Fresa 1kg,Lácteos,6.32,1,6.32,3,2024-06-14,21,Friday,6,24
3322,2024-01-20 21:39:00,Lejía Clorox 900ml,Limpieza,4.37,3,13.11,6,2024-01-20,21,Saturday,1,3
3323,2024-03-27 07:46:00,Pan de Molde Bimbo 500g,Panadería,6.39,1,6.39,8,2024-03-27,7,Wednesday,3,13
3324,2024-07-13 07:17:00,Chancay 60g,Panadería,0.5,3,1.5,8,2024-07-13,7,Saturday,7,28
3325,2024-06-29 08:52:00,Azúcar Cartavio 1kg,Abarrotes,3.43,1,3.43,5,2024-06-29,8,Saturday,6,26
3326,2024-01-25 11:50:00,Yogurt Gloria Fresa 1kg,Lácteos,6.45,1,6.45,3,2024-01-25,11,Thursday,1,4
3327,2024-05-10 09:45:00,Harina Blanca Flor 1kg,Abarrotes,3.21,3,9.63,4,2024-05-10,9,Friday,5,19
3328,2024-05-19 21:25:00,Pañales Huggies T4 x28,Higiene,34.8,2,69.6,6,2024-05-19,21,Sunday,5,20
3329,2024-07-14 16:16:00,Leche Gloria Entera 1L,Lácteos,4.81,3,14.43,3,2024-07-14,16,Sunday,7,28
3330,2024-03-20 10:53:00,Lejía Clorox 900ml,Limpieza,4.37,3,13.11,6,2024-03-20,10,Wednesday,3,12
3331,2024-02-15 21:28:00,Lejía Clorox 900ml,Limpieza,4.51,3,13.53,6,2024-02-15,21,Thursday,2,7
3332,2024-07-31 21:49:00,Sal Marina 1kg,Abarrotes,1.51,4,6.04,5,2024-07-31,21,Wednesday,7,31
3333,2024-08-30 15:49:00,Harina Blanca Flor 1kg,Abarrotes,3.22,1,3.22,4,2024-08-30,15,Friday,8,35
3334,2024-02-25 07:07:00,Leche Evaporada Gloria,Lácteos,3.13,3,9.39,3,2024-02-25,7,Sunday,2,8
3335,2024-07-26 07:12:00,Pañales Huggies T4 x28,Higiene,33.01,1,33.01,6,2024-07-26,7,Friday,7,30
3336,2024-01-12 09:16:00,Agua San Luis 500ml,Bebidas,1.18,5,5.9,1,2024-01-12,9,Friday,1,2
3337,2024-03-13 09:05:00,Leche Gloria Light 1L,Lácteos,5.01,2,10.02,3,2024-03-13,9,Wednesday,3,11
3338,2024-02-09 19:37:00,Shampoo Head&Shoulders,Higiene,18.6,3,55.8,6,2024-02-09,19,Friday,2,6
3339,2024-05-27 09:41:00,Fideos Lavaggi 500g,Abarrotes,2.5,2,5.0,4,2024-05-27,9,Monday,5,22
3340,2024-01-29 06:03:00,Arroz Costeño 1kg,Abarrotes,3.89,2,7.78,4,2024-01-29,6,Monday,1,5
3341,2024-04-14 09:47:00,Pañales Huggies T4 x28,Higiene,34.42,1,34.42,6,2024-04-14,9,Sunday,4,15
3342,2024-01-02 20:47:00,Pepsi 500ml,Bebidas,2.31,2,4.62,2,2024-01-02,20,Tuesday,1,1
3343,2024-05-19 20:00:00,Arroz Costeño 1kg,Abarrotes,3.83,3,11.49,4,2024-05-19,20,Sunday,5,20
3344,2024-07-26 07:56:00,Sardina Florida 425g,Conservas,4.3,3,12.9,4,2024-07-26,7,Friday,7,30
3345,2024-06-30 08:35:00,Pan de Molde Bimbo 500g,Panadería,6.37,3,19.11,8,2024-06-30,8,Sunday,6,26
3346,2024-08-03 11:42:00,Pañales Huggies T3 x30,Higiene,33.02,3,99.06,6,2024-08-03,11,Saturday,8,31
3347,2024-01-16 21:10:00,Pepsi 500ml,Bebidas,2.34,4,9.36,2,2024-01-16,21,Tuesday,1,3
3348,2024-08-07 09:56:00,Sal Marina 1kg,Abarrotes,1.53,2,3.06,5,2024-08-07,9,Wednesday,8,32
3349,2024-06-05 12:13:00,Chifles La Doña 80g,Snacks,1.99,2,3.98,7,2024-06-05,12,Wednesday,6,23
3350,2024-05-09 20:56:00,Agua San Luis 2.5L,Bebidas,3.59,5,17.95,1,2024-05-09,20,Thursday,5,19
3351,2024-02-15 20:15:00,Papel Higiénico Elite x4,Higiene,8.93,2,17.86,6,2024-02-15,20,Thursday,2,7
3352,2024-01-01 12:09:00,Leche Gloria Entera 1L,Lácteos,4.8,3,14.4,3,2024-01-01,12,Monday,1,1
3353,2024-02-21 10:06:00,Aceite Primor 1L,Abarrotes,9.09,5,45.45,4,2024-02-21,10,Wednesday,2,8
3354,2024-03-30 20:47:00,Azúcar Cartavio 1kg,Abarrotes,3.55,5,17.75,5,2024-03-30,20,Saturday,3,13
3355,2024-05-15 20:25:00,Agua San Luis 500ml,Bebidas,1.2,4,4.8,1,2024-05-15,20,Wednesday,5,20
3356,2024-06-15 09:46:00,Leche Gloria Entera 1L,Lácteos,4.89,2,9.78,3,2024-06-15,9,Saturday,6,24
3357,2024-01-02 09:54:00,Aceite Primor 1L,Abarrotes,8.77,3,26.31,4,2024-01-02,9,Tuesday,1,1
3358,2024-06-08 09:28:00,Agua San Luis 500ml,Bebidas,1.17,4,4.68,1,2024-06-08,9,Saturday,6,23
3359,2024-06-26 09:26:00,Chifles La Doña 80g,Snacks,2.04,3,6.12,7,2024-06-26,9,Wednesday,6,26
3360,2024-05-18 17:42:00,Sal Marina 1kg,Abarrotes,1.47,4,5.88,5,2024-05-18,17,Saturday,5,20
3361,2024-07-02 10:44:00,Inca Kola 1.5L,Bebidas,5.46,4,21.84,1,2024-07-02,10,Tuesday,7,27
3362,2024-05-16 20:39:00,Papel Higiénico Elite x4,Higiene,8.94,2,17.88,6,2024-05-16,20,Thursday,5,20
3363,2024-02-05 20:19:00,Leche Gloria Entera 1L,Lácteos,4.8,3,14.4,3,2024-02-05,20,Monday,2,6
3364,2024-08-16 16:20:00,Mantequilla Gloria 100g,Lácteos,4.23,1,4.23,3,2024-08-16,16,Friday,8,33
3365,2024-06-09 20:47:00,Pañales Huggies T4 x28,Higiene,34.79,2,69.58,6,2024-06-09,20,Sunday,6,23
3366,2024-08-08 20:17:00,Queso Edam Gloria 250g,Lácteos,12.48,3,37.44,3,2024-08-08,20,Thursday,8,32
3367,2024-04-18 15:04:00,Pañales Huggies T3 x30,Higiene,32.64,2,65.28,6,2024-04-18,15,Thursday,4,16
3368,2024-05-04 07:35:00,Papel Higiénico Elite x4,Higiene,8.88,3,26.64,6,2024-05-04,7,Saturday,5,18
3369,2024-03-06 15:25:00,Galletas Soda Field,Snacks,2.73,2,5.46,7,2024-03-06,15,Wednesday,3,10
3370,2024-02-19 15:07:00,Chifles La Doña 80g,Snacks,2.0,2,4.0,7,2024-02-19,15,Monday,2,8
3371,2024-08-02 21:13:00,Harina Blanca Flor 1kg,Abarrotes,3.24,4,12.96,4,2024-08-02,21,Friday,8,31
3372,2024-07-25 21:18:00,Chancay 60g,Panadería,0.5,3,1.5,8,2024-07-25,21,Thursday,7,30
3373,2024-03-15 20:42:00,Fideos Don Vittorio 500g,Abarrotes,2.85,5,14.25,4,2024-03-15,20,Friday,3,11
3374,2024-03-24 09:53:00,Inca Kola 500ml,Bebidas,2.45,1,2.45,1,2024-03-24,9,Sunday,3,12
3375,2024-04-27 08:18:00,Leche Evaporada Gloria,Lácteos,3.22,3,9.66,3,2024-04-27,8,Saturday,4,17
3376,2024-01-05 11:17:00,Pepsi 500ml,Bebidas,2.35,5,11.75,2,2024-01-05,11,Friday,1,1
3377,2024-05-13 07:00:00,Detergente Ariel 850g,Limpieza,12.78,3,38.34,6,2024-05-13,7,Monday,5,20
3378,2024-05-22 09:51:00,Mantequilla Gloria 100g,Lácteos,4.16,1,4.16,3,2024-05-22,9,Wednesday,5,21
3379,2024-06-19 13:39:00,Atún Florida 170g,Conservas,3.96,3,11.88,4,2024-06-19,13,Wednesday,6,25
3380,2024-08-01 09:35:00,Fideos Don Vittorio 500g,Abarrotes,2.79,3,8.37,4,2024-08-01,9,Thursday,8,31
3381,2024-01-04 08:50:00,Sal Marina 1kg,Abarrotes,1.54,3,4.62,5,2024-01-04,8,Thursday,1,1
3382,2024-01-01 09:22:00,Pepsi 500ml,Bebidas,2.34,4,9.36,2,2024-01-01,9,Monday,1,1
3383,2024-01-27 17:41:00,Papel Higiénico Elite x4,Higiene,8.64,1,8.64,6,2024-01-27,17,Saturday,1,4
3384,2024-04-09 09:16:00,Detergente Ariel 850g,Limpieza,12.27,3,36.81,6,2024-04-09,9,Tuesday,4,15
3385,2024-05-18 15:27:00,Shampoo Head&Shoulders,Higiene,18.58,2,37.16,6,2024-05-18,15,Saturday,5,20
3386,2024-07-13 20:41:00,Chifles La Doña 80g,Snacks,2.0,1,2.0,7,2024-07-13,20,Saturday,7,28
3387,2024-04-16 07:01:00,Aceite Primor 1L,Abarrotes,8.97,1,8.97,4,2024-04-16,7,Tuesday,4,16
